package,ecosystem,severity,cve,ghsa,summary,publishedAt,updatedAt,firstPatchedVersion,vulnerableVersionRange
jspdf,NPM,HIGH,CVE-2021-23353,GHSA-57f3-gghm-9mhc,Regular Expression Denial of Service (ReDoS),2021-03-12 21:28:46,2021-03-25 00:18:31,2.3.1,< 2.3.1
org.apache.velocity.tools:velocity-tools-parent,MAVEN,MODERATE,CVE-2020-13959,GHSA-fh63-4r66-jc7v,Cross-site scripting (XSS),2021-03-12 20:24:22,2021-03-25 00:00:19,3.1,< 3.1
ansi_up,NPM,MODERATE,CVE-2021-3377,GHSA-2v5f-23xc-v9qr,Cross-site scripting,2021-03-11 22:50:39,2021-03-11 22:50:39,5.0.0,< 5.0.0
react-dev-utils,NPM,MODERATE,CVE-2021-24033,GHSA-5q6m-3h65-w53x,Improper Neutralization of Special Elements used in an OS Command.,2021-03-11 22:26:09,2021-03-11 22:26:09,11.0.4,">= 0.4.0, < 11.0.4"
ezsystems/ezpublish-kernel,COMPOSER,HIGH,,GHSA-gmrf-99gw-vvwj,/user/sessions endpoint allows detecting valid accounts,2021-03-11 17:42:08,2021-03-11 17:42:08,7.5.15.1,">= 7.5.0, <= 7.5.15.0"
ezsystems/ezpublish-kernel,COMPOSER,HIGH,,GHSA-gmrf-99gw-vvwj,/user/sessions endpoint allows detecting valid accounts,2021-03-11 17:42:08,2021-03-11 17:42:08,6.13.8.1,">= 6.13.0, <= 6.13.8.0"
ezsystems/ezplatform-rest,COMPOSER,HIGH,,GHSA-7vwg-39h8-8qp8,/user/sessions endpoint allows detecting valid accounts,2021-03-11 17:42:01,2021-03-11 17:42:01,1.3.1.1,">= 1.3.0, <= 1.3.1.0"
ezsystems/ezplatform-rest,COMPOSER,HIGH,,GHSA-7vwg-39h8-8qp8,/user/sessions endpoint allows detecting valid accounts,2021-03-11 17:42:01,2021-03-11 17:42:01,1.2.2.1,">= 1.2.0, <= 1.2.2.0"
io.swagger:swagger-codegen,MAVEN,LOW,CVE-2021-21364,GHSA-hpv8-9rq5-hq7w,Generated Code Contains Local Information Disclosure Vulnerability,2021-03-11 03:09:18,2021-03-22 23:45:53,2.4.19,< 2.4.19
io.swagger:swagger-codegen,MAVEN,LOW,CVE-2021-21363,GHSA-pc22-3g76-gm6j,Generator Web Application: Local Privilege Escalation Vulnerability via System Temp Directory,2021-03-11 03:09:16,2021-03-22 23:45:21,2.4.19,< 2.4.19
tenable-jira-cloud,PIP,MODERATE,CVE-2021-21371,GHSA-8278-88vv-x98r,Execution of untrusted code through config file,2021-03-10 21:51:17,2021-03-11 02:18:49,1.1.21,< 1.1.21
october/backend,COMPOSER,LOW,CVE-2021-21265,GHSA-xhfx-hgmf-v6vp,Potential Host Header Poisoning on misconfigured servers,2021-03-10 21:07:25,2021-03-11 02:18:01,1.1.2,< 1.1.2
org.eclipse.jetty:jetty-server,MAVEN,MODERATE,CVE-2020-27223,GHSA-m394-8rww-3jr7,DOS vulnerability for Quoted Quality CSV headers,2021-03-10 03:46:47,2021-03-26 18:36:36,11.0.1,= 11.0.0
org.eclipse.jetty:jetty-server,MAVEN,MODERATE,CVE-2020-27223,GHSA-m394-8rww-3jr7,DOS vulnerability for Quoted Quality CSV headers,2021-03-10 03:46:47,2021-03-26 18:36:36,10.0.1,= 10.0.0
org.eclipse.jetty:jetty-server,MAVEN,MODERATE,CVE-2020-27223,GHSA-m394-8rww-3jr7,DOS vulnerability for Quoted Quality CSV headers,2021-03-10 03:46:47,2021-03-26 18:36:36,9.4.37,">= 9.4.6, < 9.4.37"
io.netty:netty-codec-http2,MAVEN,LOW,CVE-2021-21295,GHSA-wm47-8v5p-wjpj,Possible request smuggling in HTTP/2 due missing validation,2021-03-09 18:49:49,2021-03-19 18:38:20,4.1.60,< 4.1.60
activerecord-session_store,RUBYGEMS,MODERATE,CVE-2019-25025,GHSA-cvw2-xj8r-mjf7,Activerecord-session_store Timing Attack,2021-03-09 00:45:31,2021-03-24 17:32:13,2.0.0,<= 1.1.3
com.bmuschko:gradle-vagrant-plugin,MAVEN,HIGH,CVE-2021-21361,GHSA-jpcm-4485-69p7,Sensitive information disclosure via log in com.bmuschko:gradle-vagrant-plugin,2021-03-09 00:38:41,2021-03-12 17:32:40,3.0.0,">= 0.6, < 3.0.0"
Products.GenericSetup,PIP,LOW,CVE-2021-21360,GHSA-jff3-mwp3-f8cw,Exposure of Sensitive Information to an Unauthorized Actor in Products.GenericSetup,2021-03-09 00:38:31,2021-03-10 20:40:46,2.1.1,< 2.1.1
Products.PluggableAuthService,PIP,LOW,CVE-2021-21337,GHSA-p44j-xrqg-4xrr,URL Redirection to Untrusted Site ('Open Redirect') in Products.PluggableAuthService,2021-03-08 21:06:23,2021-03-09 16:07:44,2.6.1,< 2.6.1
Products.PluggableAuthService,PIP,LOW,CVE-2021-21336,GHSA-p75f-g7gx-2r7p,Exposure of Sensitive Information to an Unauthorized Actor in Products.PluggableAuthService ZODBRoleManager,2021-03-08 20:38:35,2021-03-09 16:07:30,2.6.0,< 2.6.0
elliptic,NPM,MODERATE,CVE-2020-28498,GHSA-r9p9-mrjm-926w,Use of a Broken or Risky Cryptographic Algorithm,2021-03-08 16:06:50,2021-03-08 16:06:50,6.5.4,< 6.5.4
botframework-connector,PIP,HIGH,,GHSA-cqff-fx2x-p86v,Improper Authentication,2021-03-08 15:50:10,2021-03-08 15:50:10,4.10.1,= 4.10.0
botframework-connector,PIP,HIGH,,GHSA-cqff-fx2x-p86v,Improper Authentication,2021-03-08 15:50:10,2021-03-08 15:50:10,4.9.3,">= 4.9.0, < 4.9.3"
botframework-connector,PIP,HIGH,,GHSA-cqff-fx2x-p86v,Improper Authentication,2021-03-08 15:50:10,2021-03-08 15:50:10,4.8.1,= 4.8.0
botframework-connector,PIP,HIGH,,GHSA-cqff-fx2x-p86v,Improper Authentication,2021-03-08 15:50:10,2021-03-08 15:50:10,4.7.2,">= 4.7.0, < 4.7.2"
Microsoft.Bot.Connector,NUGET,HIGH,,GHSA-qxx8-292g-2w66,Improper Authentication,2021-03-08 15:50:01,2021-03-08 15:50:01,4.10.3,">= 4.10.0, < 4.10.3"
Microsoft.Bot.Connector,NUGET,HIGH,,GHSA-qxx8-292g-2w66,Improper Authentication,2021-03-08 15:50:01,2021-03-08 15:50:01,4.9.5,">= 4.9.0, < 4.9.5"
Microsoft.Bot.Connector,NUGET,HIGH,,GHSA-qxx8-292g-2w66,Improper Authentication,2021-03-08 15:50:01,2021-03-08 15:50:01,4.8.2,">= 4.8.0, < 4.8.2"
Microsoft.Bot.Connector,NUGET,HIGH,,GHSA-qxx8-292g-2w66,Improper Authentication,2021-03-08 15:50:01,2021-03-08 15:50:01,4.7.3,">= 4.7.0, < 4.7.3"
Microsoft.Bot.Connector,NUGET,HIGH,,GHSA-qxx8-292g-2w66,Improper Authentication,2021-03-08 15:50:01,2021-03-08 15:50:01,4.6.4,">= 4.6.0, < 4.6.4"
botframework-connector,NPM,HIGH,CVE-2021-1725,GHSA-fvcj-hvfw-7f2v,Improper Authentication,2021-03-08 15:49:53,2021-03-08 15:49:53,4.10.3,">= 4.10.0, < 4.10.3"
botframework-connector,NPM,HIGH,CVE-2021-1725,GHSA-fvcj-hvfw-7f2v,Improper Authentication,2021-03-08 15:49:53,2021-03-08 15:49:53,4.9.4,">= 4.9.0, < 4.9.4"
botframework-connector,NPM,HIGH,CVE-2021-1725,GHSA-fvcj-hvfw-7f2v,Improper Authentication,2021-03-08 15:49:53,2021-03-08 15:49:53,4.8.1,= 4.8.0
botframework-connector,NPM,HIGH,CVE-2021-1725,GHSA-fvcj-hvfw-7f2v,Improper Authentication,2021-03-08 15:49:53,2021-03-08 15:49:53,4.7.3,">= 4.7.0, < 4.7.3"
com.datadoghq:datadog-api-client,MAVEN,LOW,CVE-2021-21331,GHSA-2cxf-6567-7pp6,Local Information Disclosure Vulnerability,2021-03-03 23:01:17,2021-03-05 21:39:16,1.0.0-beta.9,< 1.0.0-beta.9
matrix-react-sdk,NPM,LOW,CVE-2021-21320,GHSA-52mq-6jcv-j79x,User content sandbox can be confused into opening arbitrary documents,2021-03-03 02:23:56,2021-03-03 17:50:30,3.15.0,< 3.15.0
fastify-http-proxy,NPM,LOW,CVE-2021-21322,GHSA-c4qr-gmr9-v23w,Prefix escape,2021-03-03 02:18:08,2021-03-03 17:49:53,4.3.1,< 4.3.1
pug-code-gen,NPM,HIGH,CVE-2021-21353,GHSA-p493-635q-r6gr,Remote code execution via the `pretty` option.,2021-03-03 02:03:52,2021-03-04 17:42:33,3.0.2,">= 3.0.0, < 3.0.2"
pug-code-gen,NPM,HIGH,CVE-2021-21353,GHSA-p493-635q-r6gr,Remote code execution via the `pretty` option.,2021-03-03 02:03:52,2021-03-04 17:42:33,2.0.3,< 2.0.3
pug,NPM,HIGH,CVE-2021-21353,GHSA-p493-635q-r6gr,Remote code execution via the `pretty` option.,2021-03-03 02:03:52,2021-03-04 17:42:33,3.0.1,< 3.0.1
fastify-reply-from,NPM,CRITICAL,CVE-2021-21321,GHSA-qmw8-3v4g-gwj4,Prefix escape,2021-03-03 01:52:05,2021-03-03 17:50:05,4.0.2,< 4.0.2
actionpack,RUBYGEMS,MODERATE,CVE-2021-22881,GHSA-8877-prq4-9xfw,Open Redirect,2021-03-02 03:44:17,2021-03-15 18:12:05,6.1.2.1,">= 6.1.0, <= 6.1.2.0"
actionpack,RUBYGEMS,MODERATE,CVE-2021-22881,GHSA-8877-prq4-9xfw,Open Redirect,2021-03-02 03:44:17,2021-03-15 18:12:05,6.0.3.5,">= 6.0.0, <= 6.0.3.4"
activerecord,RUBYGEMS,HIGH,CVE-2021-22880,GHSA-8hc4-xxm3-5ppp,Regular Expression Denial-of-Service,2021-03-02 03:44:14,2021-03-15 18:12:59,6.1.2.1,">= 6.1.0, <= 6.1.2.0"
activerecord,RUBYGEMS,HIGH,CVE-2021-22880,GHSA-8hc4-xxm3-5ppp,Regular Expression Denial-of-Service,2021-03-02 03:44:14,2021-03-15 18:12:59,6.0.3.5,">= 6.0.0, <= 6.0.3.4"
activerecord,RUBYGEMS,HIGH,CVE-2021-22880,GHSA-8hc4-xxm3-5ppp,Regular Expression Denial-of-Service,2021-03-02 03:44:14,2021-03-15 18:12:59,5.2.4.5,">= 5.0.0, <= 5.2.4.4"
smarty/smarty,COMPOSER,HIGH,CVE-2021-26119,GHSA-w5hr-jm4j-9jvq,Sandbox escape through template_object,2021-03-02 02:57:23,2021-03-02 02:57:23,3.1.39,< 3.1.39
@progfay/scrapbox-parser,NPM,MODERATE,CVE-2021-27405,GHSA-9fhw-r42p-5c7r,Regular expression Denial of Service in @progfay/scrapbox-parser,2021-03-01 20:44:44,2021-03-01 20:44:44,7.0.2,">= 7.0.0, < 7.0.2"
@progfay/scrapbox-parser,NPM,MODERATE,CVE-2021-27405,GHSA-9fhw-r42p-5c7r,Regular expression Denial of Service in @progfay/scrapbox-parser,2021-03-01 20:44:44,2021-03-01 20:44:44,6.0.3,< 6.0.3
urijs,NPM,MODERATE,CVE-2021-27516,GHSA-p6j9-7xhc-rhwp,Hostname spoofing via backslashes in URL,2021-03-01 20:03:53,2021-03-01 20:03:53,1.19.6,< 1.19.6
three,NPM,HIGH,CVE-2020-28496,GHSA-fq6p-x6j3-cmmq,Denial of service in three,2021-03-01 19:57:16,2021-03-01 19:57:16,0.125.0,< 0.125.0
prismjs,NPM,HIGH,CVE-2021-23341,GHSA-h4hr-7fg3-h35w,Denial of service in prismjs,2021-03-01 19:52:33,2021-03-01 19:52:33,1.23.0,< 1.23.0
docsify,NPM,HIGH,CVE-2021-23342,GHSA-2mm9-c2fx-c7m4,XSS in docsify,2021-03-01 19:44:27,2021-03-15 23:55:40,4.12.0,< 4.12.0
rendertron,NPM,MODERATE,CVE-2020-8902,GHSA-xr9h-9m79-x29g,SSRF in Rendertron,2021-03-01 19:38:23,2021-03-01 19:38:23,3.0.0,< 3.0.0
matrix-synapse,PIP,LOW,CVE-2021-21274,GHSA-2hwx-mjrm-v3g8,Denial of service attack via .well-known lookups,2021-03-01 19:34:54,2021-03-01 19:34:54,1.25.0,">= 0.99.0, < 1.25.0"
smarty/smarty,COMPOSER,HIGH,CVE-2021-26120,GHSA-3rpf-5rqv-689q,PHP Code Injection by malicious function name,2021-02-26 19:53:24,2021-03-01 18:56:22,3.1.39,< 3.1.39
matrix-synapse,PIP,LOW,CVE-2021-21273,GHSA-v936-j8gp-9q3p,Open redirects on some federation and push requests,2021-02-26 17:28:34,2021-03-01 18:54:36,1.25.0,< 1.25.0
@node-red/runtime,NPM,LOW,CVE-2021-21298,GHSA-m33v-338h-4v9f,Path traversal in Node-Red,2021-02-26 16:31:23,2021-03-01 18:55:47,1.2.8,< 1.2.8
@node-red/runtime,NPM,HIGH,CVE-2021-21297,GHSA-xp9c-82x8-7f67,Prototype Pollution in Node-Red,2021-02-26 16:31:05,2021-03-01 18:54:53,1.2.8,< 1.2.8
aiohttp,PIP,LOW,CVE-2021-21330,GHSA-v6wp-4m6f-gcjg,Open redirect vulnerability in `aiohttp` (`normalize_path_middleware` middleware),2021-02-26 02:11:57,2021-03-22 14:18:33,3.7.4,< 3.7.4
pimcore/pimcore,COMPOSER,HIGH,CVE-2021-23340,GHSA-h7f9-cvh5-qw7f,Path traversal in pimcore/pimcore,2021-02-25 16:32:46,2021-02-25 16:32:46,6.8.8,< 6.8.8
org.nanohttpd:nanohttpd,MAVEN,MODERATE,CVE-2020-13697,GHSA-pr5m-4w22-8483,XXS in NanoHTTPD,2021-02-25 16:32:34,2021-02-25 16:32:34,2.3.1,< 2.3.1
bolt/core,COMPOSER,HIGH,CVE-2021-27367,GHSA-q88g-qx42-xfrh,Path traversal in bolt/core,2021-02-18 20:51:56,2021-02-24 06:53:22,4.1.13,< 4.1.13
com.fasterxml.jackson.core:jackson-databind,MAVEN,HIGH,CVE-2020-25649,GHSA-288c-cq4h-88gq,XML External Entity (XXE) Injection in Jackson Databind,2021-02-18 20:51:54,2021-03-25 22:38:24,2.10.5.1,">= 2.10.0.0, <= 2.10.5.0"
com.fasterxml.jackson.core:jackson-databind,MAVEN,HIGH,CVE-2020-25649,GHSA-288c-cq4h-88gq,XML External Entity (XXE) Injection in Jackson Databind,2021-02-18 20:51:54,2021-03-25 22:38:24,2.9.10.7,">= 2.7.0.0, <= 2.9.10.6"
com.fasterxml.jackson.core:jackson-databind,MAVEN,HIGH,CVE-2020-25649,GHSA-288c-cq4h-88gq,XML External Entity (XXE) Injection in Jackson Databind,2021-02-18 20:51:54,2021-03-25 22:38:24,2.6.7.4,<= 2.6.7.3
rpyc,PIP,HIGH,CVE-2019-16328,GHSA-pj4g-4488-wmxm,Dynamic modification of RPyC service due to missing security check,2021-02-17 19:50:58,2021-02-17 19:50:58,4.1.1,= 4.1.0
systeminformation,NPM,MODERATE,CVE-2021-21315,GHSA-2m8v-572m-ff2v,Command Injection Vulnerability,2021-02-16 16:51:04,2021-03-19 17:54:20,5.3.1,< 5.3.1
next-auth,NPM,LOW,CVE-2021-21310,GHSA-pg53-56cg-4m8q,Token verification bug in next-auth,2021-02-11 21:36:24,2021-02-22 20:43:04,3.3.0,< 3.3.0
vrana/adminer,COMPOSER,MODERATE,CVE-2018-7667,GHSA-43f8-p5w3-5m25,SSRF by connecting to privileged ports,2021-02-11 21:20:40,2021-02-22 20:42:47,4.7.8,< 4.7.8
apexcharts,NPM,MODERATE,CVE-2021-23327,GHSA-w46j-8hm6-h8mm,XSS in apexcharts,2021-02-11 20:47:34,2021-02-11 20:47:34,3.24.0,< 3.24.0
samba-client,NPM,MODERATE,CVE-2021-27185,GHSA-r3j7-x2g5-9gx6,Command injection in samba-client,2021-02-11 20:47:27,2021-03-22 22:20:01,4.0.0,< 4.0.0
adminer,COMPOSER,MODERATE,CVE-2020-35572,GHSA-m56g-3g8v-2rxw,XSS in Adminer,2021-02-11 20:46:53,2021-02-11 20:46:56,4.7.9,< 4.7.9
vrana/adminer,COMPOSER,LOW,CVE-2021-21311,GHSA-x5r2-hj5c-8jx6,SSRF in adminer,2021-02-11 20:42:59,2021-03-03 17:50:17,4.7.9,< 4.7.9
vrana/adminer,COMPOSER,HIGH,CVE-2020-35572,GHSA-9pgx-gcph-mpqr,XSS via the history parameter in SQL command,2021-02-11 20:42:28,2021-02-11 20:46:21,4.7.9,< 4.7.9
ftp-srv,NPM,MODERATE,CVE-2020-26299,GHSA-pmw4-jgxx-pcq9,File System Bounds Escape,2021-02-10 18:11:34,2021-02-11 17:04:53,4.4.0,< 4.4.0
october/rain,COMPOSER,LOW,CVE-2021-3311,GHSA-7ggw-h8pp-r95r,Session ID not invalidated after logout,2021-02-10 02:32:35,2021-03-05 21:40:39,1.1.2,">= 1.1.0, < 1.1.2"
october/rain,COMPOSER,LOW,CVE-2021-3311,GHSA-7ggw-h8pp-r95r,Session ID not invalidated after logout,2021-02-10 02:32:35,2021-03-05 21:40:39,1.0.472,< 1.0.472
shopware/platform,COMPOSER,CRITICAL,,GHSA-f2vv-h5x4-57gr,Leak of information via Store-API,2021-02-10 02:32:21,2021-02-10 02:32:21,6.3.5.1,<= 6.3.5.0
shopware/platform,COMPOSER,LOW,,GHSA-jvg4-9rc2-wvcr,Generation of fake documents via public GET-call,2021-02-10 02:32:07,2021-02-10 02:32:07,6.3.5.1,<= 6.3.5.0
com.sap.scimono:scimono-server,MAVEN,HIGH,CVE-2021-21479,GHSA-29q4-gxjq-rx5c,Remote Code Execution in SCIMono,2021-02-10 02:31:53,2021-02-17 19:00:10,0.0.19,< 0.0.19
cryptography,PIP,MODERATE,CVE-2020-36242,GHSA-rhm9-p9w5-fwm7,Symmetrically encrypting large values can lead to integer overflow,2021-02-10 01:32:27,2021-02-16 16:28:56,3.3.2,">= 3.1, < 3.3.2"
marked,NPM,MODERATE,CVE-2021-21306,GHSA-4r62-v4vq-hr96,Regular Expression Denial of Service (REDoS) in Marked,2021-02-08 21:17:58,2021-02-09 18:50:07,2.0.0,">= 1.1.1, < 2.0.0"
io.netty:netty-codec-http,MAVEN,LOW,CVE-2021-21290,GHSA-5mcr-gq6c-3hq2,Local Information Disclosure Vulnerability in Netty on Unix-Like systems due temporary files,2021-02-08 21:17:48,2021-03-19 18:39:25,4.1.59.Final,< 4.1.59
httplib2,PIP,LOW,CVE-2021-21240,GHSA-93xj-8mrv-444m,Regular Expression Denial of Service (REDoS) in httplib2,2021-02-08 19:41:59,2021-02-09 18:49:13,0.19.0,< 0.19.0
carrierwave,RUBYGEMS,LOW,CVE-2021-21305,GHSA-cf3w-g86h-35x4,Code Injection vulnerability in CarrierWave::RMagick,2021-02-08 19:16:39,2021-02-09 18:49:29,2.1.1,">= 2.0.0, < 2.1.1"
carrierwave,RUBYGEMS,LOW,CVE-2021-21305,GHSA-cf3w-g86h-35x4,Code Injection vulnerability in CarrierWave::RMagick,2021-02-08 19:16:39,2021-02-09 18:49:29,1.3.2,< 1.3.2
carrierwave,RUBYGEMS,LOW,CVE-2021-21288,GHSA-fwcm-636p-68r5,Server-side request forgery in CarrierWave,2021-02-08 19:16:26,2021-02-09 18:48:36,2.1.1,">= 2.0.0, < 2.1.1"
carrierwave,RUBYGEMS,LOW,CVE-2021-21288,GHSA-fwcm-636p-68r5,Server-side request forgery in CarrierWave,2021-02-08 19:16:26,2021-02-09 18:48:36,1.3.2,< 1.3.2
dynamoose,NPM,MODERATE,CVE-2021-21304,GHSA-rrqm-p222-8ph2,Prototype Pollution in Dynamoose,2021-02-08 17:44:01,2021-02-09 18:49:40,2.7.0,">= 2.0.0, < 2.7.0"
dynamodb-encryption-sdk,PIP,LOW,,GHSA-4ph2-8337-hm62,Key Caching behavior in the DynamoDB Encryption Client.,2021-02-08 17:43:49,2021-02-08 17:43:49,1.3.0,< 1.3.0
com.amazonaws:aws-dynamodb-encryption-java,MAVEN,LOW,,GHSA-w736-hf9p-qqh3,Key Caching behavior in the DynamoDB Encryption Client.,2021-02-08 17:43:36,2021-02-08 17:43:36,1.15.0,< 1.15.0
total.js,NPM,HIGH,CVE-2020-28494,GHSA-4449-hg37-77v8,Command injection in total.js,2021-02-05 20:43:27,2021-03-16 01:02:41,3.4.7,< 3.4.7
total.js,NPM,HIGH,CVE-2020-28495,GHSA-6cf8-qhqj-vjqm,Prototype pollution in total.js,2021-02-05 20:43:19,2021-02-05 20:43:19,3.4.7,< 3.4.7
dotty,NPM,MODERATE,CVE-2021-25912,GHSA-f5c9-x9j6-87qp,Prototype pollution in dotty,2021-02-05 20:43:08,2021-02-05 20:43:08,0.1.1,< 0.1.1
org.apache.ant:ant,MAVEN,HIGH,CVE-2020-11979,GHSA-f62v-xpxf-3v68,Code injection in Apache Ant,2021-02-03 19:16:35,2021-02-25 20:22:18,1.10.9,< 1.10.9
org.http4s:http4s-blaze-server_2.13,MAVEN,HIGH,CVE-2021-21294,GHSA-xhv5-w9c5-2r2w,Unbounded connection acceptance in http4s-blaze-server,2021-02-02 21:42:56,2021-02-09 18:51:45,0.21.17,< 0.21.17
org.http4s:http4s-blaze-server_2.12,MAVEN,HIGH,CVE-2021-21294,GHSA-xhv5-w9c5-2r2w,Unbounded connection acceptance in http4s-blaze-server,2021-02-02 21:42:56,2021-02-09 18:51:45,0.21.17,< 0.21.17
org.http4s:blaze-core_2.13,MAVEN,HIGH,CVE-2021-21293,GHSA-xmw9-q7x9-j5qc,Unbounded connection acceptance leads to file handle exhaustion,2021-02-02 21:42:49,2021-02-09 18:51:29,0.14.15,< 0.14.15
org.http4s:blaze-core_2.12,MAVEN,HIGH,CVE-2021-21293,GHSA-xmw9-q7x9-j5qc,Unbounded connection acceptance leads to file handle exhaustion,2021-02-02 21:42:49,2021-02-09 18:51:29,0.14.15,< 0.14.15
org.http4s:blaze-core_2.11,MAVEN,HIGH,CVE-2021-21293,GHSA-xmw9-q7x9-j5qc,Unbounded connection acceptance leads to file handle exhaustion,2021-02-02 21:42:49,2021-02-09 18:51:29,0.14.15,< 0.14.15
mechanize,RUBYGEMS,LOW,CVE-2021-21289,GHSA-qrqm-fpv6-6r8g,Command Injection Vulnerability in Mechanize,2021-02-02 18:50:27,2021-02-18 19:46:18,2.7.7,">= 2.0.0, < 2.7.7"
bleach,PIP,MODERATE,CVE-2021-23980,GHSA-vv2x-vrpj-qqpq,Cross-site scripting in Bleach,2021-02-02 17:58:40,2021-02-24 16:51:06,3.3.0,< 3.3.0
illuminate/database,COMPOSER,HIGH,,GHSA-x7p5-p2c9-phvg,Unexpected database bindings,2021-02-02 15:47:08,2021-02-02 15:47:08,8.24.0,">= 8.0.0, < 8.24.0"
illuminate/database,COMPOSER,HIGH,,GHSA-x7p5-p2c9-phvg,Unexpected database bindings,2021-02-02 15:47:08,2021-02-02 15:47:08,7.30.4,">= 7.0.0, < 7.30.4"
illuminate/database,COMPOSER,HIGH,,GHSA-x7p5-p2c9-phvg,Unexpected database bindings,2021-02-02 15:47:08,2021-02-02 15:47:08,6.20.14,< 6.20.14
laravel/framework,COMPOSER,HIGH,,GHSA-x7p5-p2c9-phvg,Unexpected database bindings,2021-02-02 15:47:08,2021-02-02 15:47:08,8.24.0,">= 8.0.0, < 8.24.0"
laravel/framework,COMPOSER,HIGH,,GHSA-x7p5-p2c9-phvg,Unexpected database bindings,2021-02-02 15:47:08,2021-02-02 15:47:08,7.30.4,">= 7.0.0, < 7.30.4"
laravel/framework,COMPOSER,HIGH,,GHSA-x7p5-p2c9-phvg,Unexpected database bindings,2021-02-02 15:47:08,2021-02-02 15:47:08,6.20.14,< 6.20.14
com.adobe.acs:acs-aem-commons,MAVEN,HIGH,CVE-2021-21028,GHSA-f92j-qf46-p6vm,Reflected Cross-site Scripting in ACS Commons,2021-02-02 15:46:52,2021-02-12 18:04:29,4.10.0,< 4.10.0
uap-core,NPM,HIGH,CVE-2021-21317,GHSA-p4pj-mg4r-x6v4,Denial of Service in uap-core,2021-02-02 15:46:38,2021-02-17 17:18:55,0.11.0,< 0.11.0
angular-expressions,NPM,LOW,CVE-2021-21277,GHSA-j6px-jwvv-vpwq,Angular Expressions - Remote Code Execution,2021-02-01 15:01:26,2021-02-02 15:23:09,1.1.2,< 1.1.2
nested-object-assign,NPM,HIGH,CVE-2021-23329,GHSA-c497-v8pv-ch6x,Prototype pollution in nested-object-assign,2021-02-01 15:01:14,2021-02-01 15:01:14,1.0.4,< 1.0.4
@ckeditor/ckeditor5-markdown-gfm,NPM,LOW,CVE-2021-21254,GHSA-hgmg-hhc8-g5wr,Regular expression Denial of Service in Markdown plugin,2021-01-29 21:51:22,2021-02-02 15:22:38,25.0.0,<= 24.0.0
less-openui5,NPM,HIGH,CVE-2021-21316,GHSA-3crj-w4f5-gwh4,Processing untrusted theming resources might execute arbitrary code (ACE),2021-01-29 20:51:37,2021-02-17 17:18:20,0.10.0,< 0.10.0
socialiteproviders/steam,COMPOSER,CRITICAL,,GHSA-hhw9-35p2-q2c5,Steam Socialite Provider v1 does not correctly validate openid server,2021-01-29 20:51:30,2021-01-29 20:51:30,3.0,< 1.1
mautic/core,COMPOSER,HIGH,CVE-2021-3142,GHSA-p7v4-gm6j-cw9m,XSS in Mautic,2021-01-29 20:51:20,2021-01-29 20:51:20,3.2.4,">= 3.0.0, < 3.2.4"
mautic/core,COMPOSER,HIGH,CVE-2021-3142,GHSA-p7v4-gm6j-cw9m,XSS in Mautic,2021-01-29 20:51:20,2021-01-29 20:51:20,2.16.5,< 2.16.5
log4net,NUGET,HIGH,CVE-2018-1285,GHSA-2cwj-8chv-9pp9,XML External Entity attack in log4net,2021-01-29 19:47:23,2021-01-29 19:47:23,2.0.10,< 2.0.10
async-git,NPM,MODERATE,CVE-2021-3190,GHSA-6c3f-p5wp-34mh,OS Command Injection in async-git,2021-01-29 18:14:00,2021-01-29 18:14:00,1.13.2,< 1.13.2
node-red-dashboard,NPM,HIGH,CVE-2021-3223,GHSA-2hw7-mxvj-m455,Path traversal in Node-RED-Dashboard,2021-01-29 18:13:52,2021-01-29 18:13:52,2.26.2,< 2.26.2
flarum/sticky,COMPOSER,MODERATE,CVE-2021-21283,GHSA-h3gg-7wx2-cq3h,XSS in Flarum Sticky extension,2021-01-29 18:13:41,2021-03-25 11:13:14,0.1.0-beta.15.1,">= 0.1.0-beta.14, <= 0.1.0-beta.15"
flarum/tags,COMPOSER,MODERATE,,GHSA-32wx-4gxx-h48f,Users can edit the tags of any discussion,2021-01-29 18:13:32,2021-02-03 14:43:33,0.1.0-beta.13.2,<= 0.1.0-beta.13
@graphql-tools/git-loader,NPM,MODERATE,CVE-2021-23326,GHSA-vhhw-xjvf-wprr,Command Injection in @graphql-tools/git-loader,2021-01-29 18:13:14,2021-01-29 18:13:14,6.2.6,< 6.2.6
org.xwiki.commons:xwiki-commons,MAVEN,MODERATE,CVE-2021-3137,GHSA-43hg-g44q-474q,Cross Site Scripting (XSS) in XWiki,2021-01-29 18:13:03,2021-01-29 18:13:03,12.10.3,< 12.10.3
io.kubernetes:client-java,MAVEN,MODERATE,CVE-2020-8570,GHSA-cghx-9gcr-r42x,Path Traversal in the Java Kubernetes Client,2021-01-29 18:12:54,2021-02-03 07:53:35,10.0.1,= 10.0.0
io.kubernetes:client-java,MAVEN,MODERATE,CVE-2020-8570,GHSA-cghx-9gcr-r42x,Path Traversal in the Java Kubernetes Client,2021-01-29 18:12:54,2021-02-03 07:53:35,9.0.2,< 9.0.2
electron,NPM,MODERATE,CVE-2020-26272,GHSA-hvf8-h2qh-37m9,IPC messages delivered to the wrong frame in Electron,2021-01-28 19:11:34,2021-01-29 17:51:40,11.1.0,">= 11.0.0, < 11.1.0"
